imageUrl,title,question,description,tradingStatus,status,isVisible,isNegRisk,isYieldBearing,resolution,oracleQuestionId,conditionId,resolverAddress,questionIndex,spreadThreshold,shareThreshold,isBoosted,boostStartsAt,boostEndsAt,polymarketConditionIds,kalshiMarketTicker,categorySlug,createdAt,decimalPrecision,marketVariant,variantData,stats,id,feeRateBps,outcomes
https://static.predict.fun/what-price-will-bnb-hit-before-march-2026-950,$950,Will BNB hit $950 before March 2026?,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BNB (BNBUSDT) between February 1st, 2026, 10:00 and February 28, 2026, 23:59 in the ET timezone has a final ""High"" price of $950 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BNBUSDT ""High"" prices available at https://www.binance.com/en/trade/BNB_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BNBUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0x8dac8c2ce334a3959ff88ef42ea9675685a53d273aea52a123b64ffe5e29d4e4,0x1b6fa8aa893f9cb8c77ec19a30f72f4558b7b8b49a4fd849193122c4deef286c,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-bnb-hit-before-march-2026,2026-01-31T23:11:31.468Z,3,DEFAULT,,,6132,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""28705125251445500453097072695516283149334579513803308158017555441691293805324""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""14810041414566215083110734816578159610615578749392746320153917869376243198686""}]"
https://static.predict.fun/what-price-will-bnb-hit-before-march-2026-850,$850,Will BNB hit $850 before March 2026?,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BNB (BNBUSDT) between February 1st, 2026, 10:00 and February 28, 2026, 23:59 in the ET timezone has a final ""High"" price of $850 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BNBUSDT ""High"" prices available at https://www.binance.com/en/trade/BNB_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BNBUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0x7f7a70e3adb8bab99e4fb260d50eae95501fe970b1eb616e3d6be95f70ee1ba7,0x929ae5d807a90e3ea53cf63a419415efcf38f73b025643b62ccabe4a6f4d2c93,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-bnb-hit-before-march-2026,2026-01-31T23:11:57.908Z,3,DEFAULT,,,6133,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""81445792343612042435240924133012198790803370915819285901773873882756858777318""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""32470021479938002714496871455473715504736539054710790561819581988143048633878""}]"
https://static.predict.fun/what-price-will-bnb-hit-before-march-2026-550,$550,Will BNB hit $550 before March 2026?,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BNB (BNBUSDT) between February 1st, 2026, 10:00 and February 28, 2026, 23:59 in the ET timezone has a final ""Low"" price of $550 or lower. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BNBUSDT ""Low"" prices available at https://www.binance.com/en/trade/BNB_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BNBUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0x99713fef38fe9d93b1054aa81b9aa88ce9533f987353989f525d12416786b709,0x1872597548a839381b0adc183646a912d87cd069a6055be65415ecd41a6e50af,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-bnb-hit-before-march-2026,2026-01-31T23:13:57.918Z,3,DEFAULT,,,6136,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""111705040030285727733537547887187733972047136467326848033085497921025592471039""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""87950102849187735645852784162968775421917964102713391433989144144871199859423""}]"
https://static.predict.fun/what-price-will-eth-hit-before-march-2026-4-000,"$4,000","Will ETH hit $4,000 before March 2026?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between February 1st, 2026, 10:00 and February 28th, 2026, 23:59 in the ET timezone has a final ""High"" price of $4,000 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""High"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0x4fac830643b0f478ab2d7b9e521a058eb7a9f47094d9d2f98d9e7de3da9ebbf9,0xd7a6b2c03a837f1b4b40a41e0dae7e706c1698c223fce32baa1faf43a380fc9f,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-eth-hit-before-march-2026,2026-01-31T23:17:55.739Z,3,DEFAULT,,,6138,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""40398192024295648996381987470244171544550304698034974776988005558666957714457""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""32110259122160041914992816766540548847957689312362103258616439024854677970788""}]"
https://static.predict.fun/what-price-will-eth-hit-before-march-2026-3-700,"$3,700","Will ETH hit $3,700 before March 2026?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between February 1st, 2026, 10:00 and February 28th, 2026, 23:59 in the ET timezone has a final ""High"" price of $3,700 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""High"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0x8c611ddefc573989cad8cff6a1b0fa1493b70016e00ae24e9348a7298a1ddc75,0x268a74f60dc60c6328cf03db6d040bb4f00f92a863fb4f691280c5e6cbe3283b,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-eth-hit-before-march-2026,2026-01-31T23:18:27.793Z,3,DEFAULT,,,6139,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""732095444814537623255137242032605996991624209603251905643714535279359246481""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""83063447965518982561259486788515867242897795580497496836095277465727957058176""}]"
https://static.predict.fun/what-price-will-eth-hit-before-march-2026-3-400,"$3,400","Will ETH hit $3,400 before March 2026?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between February 1st, 2026, 10:00 and February 28th, 2026, 23:59 in the ET timezone has a final ""High"" price of $3,400 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""High"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0xc780f5237272e40830bee856bb83c72e26768e96bfb0697416aaab96c8f57e88,0xde4fc22e3186c6404422d883389a5c923d975dd99438fb5ee9cd185f6c5fd4ae,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-eth-hit-before-march-2026,2026-01-31T23:18:55.996Z,3,DEFAULT,,,6140,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""81247406856960889601603773457670354216129203872384532995343164252029405125014""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""89112735096089511063069323589392598471981756071059187531039147767098537187094""}]"
https://static.predict.fun/what-price-will-eth-hit-before-march-2026-3-000,"$3,000","Will ETH hit $3,000 before March 2026?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between February 1st, 2026, 10:00 and February 28th, 2026, 23:59 in the ET timezone has a final ""High"" price of $3,000 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""High"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0x17d4dc7f27108525583719f55a83573a19b58e7592275400d3f103c48759a0ae,0x530fc853383028e5ce07cc8c9a637b360a04e60c74eb7680381d8a23e9532e19,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-eth-hit-before-march-2026,2026-01-31T23:19:17.137Z,3,DEFAULT,,,6141,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""50201563300738644079420355095904591099388076716407632623139558048658328789858""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""64986854206661845937545884369507539151957262870085091856471597325196853195749""}]"
https://static.predict.fun/what-price-will-eth-hit-before-march-2026-2-700,"$2,700","Will ETH hit $2,700 before March 2026?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between February 1st, 2026, 10:00 and February 28th, 2026, 23:59 in the ET timezone has a final ""High"" price of $2,700 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""High"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0x2a22f20cad6397a660fc9dc7477e1dbc96e6c29be62a4e47fe0e63651c237501,0x4db822f5570c91a3acf07362a550466b545f0c4c74881f9b150054231a24a028,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-eth-hit-before-march-2026,2026-01-31T23:19:43.395Z,3,DEFAULT,,,6142,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""11744875195170626394993995746099694783172941983753079811521593614624660371856""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""86307952492540027538854501560751269272610829586140731153504695179860572351637""}]"
https://static.predict.fun/what-price-will-eth-hit-before-march-2026-1-700,"$1,700","Will ETH hit $1,700 before March 2026?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between February 1st, 2026, 10:00 and February 28th, 2026, 23:59 in the ET timezone has a final ""Low"" price of $1,700 or lower. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""Low"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0xbb515cea1d8d1613f133109933dd57c9329c31e7e9538486893209c42ae66778,0x76e75991f714c200b22127798188038b4c710768fd1fe778d8e3343c83b09359,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-eth-hit-before-march-2026,2026-01-31T23:21:29.320Z,3,DEFAULT,,,6144,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""39848897830175565385912512220073388025937560065637547848892616206772302937274""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""61668031834637596853062797071988837637088855709116309042128361729390798241510""}]"
https://static.predict.fun/what-price-will-eth-hit-before-march-2026-1-400,"$1,400","Will ETH hit $1,400 before March 2026?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between February 1st, 2026, 10:00 and February 28th, 2026, 23:59 in the ET timezone has a final ""Low"" price of $1,400 or lower. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""Low"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0xfe327b7baa51a29fe3fcdeefa236b0a4b87fbcee9a68a46e66da4b91aa95db1e,0xb1616601deb5919c6a4cc6f1fe65b2c4fe60bb1b0cacda10c460a61158ed7e8a,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-eth-hit-before-march-2026,2026-01-31T23:22:02.086Z,3,DEFAULT,,,6145,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""110859479858359888911309736982826744809320609646528669049995315075745411055020""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""109540938045392954946428517997034701207454281551366796536854441881568976128229""}]"
https://static.predict.fun/what-price-will-eth-hit-before-march-2026-1-000,"$1,000","Will ETH hit $1,000 before March 2026?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between February 1st, 2026, 10:00 and February 28th, 2026, 23:59 in the ET timezone has a final ""Low"" price of $1,000 or lower. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""Low"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",OPEN,REGISTERED,True,False,True,,0x046383892a28ffdae4eebdbfe06e7666f50b61c0266d16f81ac0e5e6cdea0f16,0xfccce40aa9d289da26f525b1ca393e02ce45bc7bc1a39162641daa6190ea1352,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,what-price-will-eth-hit-before-march-2026,2026-01-31T23:22:34.367Z,3,DEFAULT,,,6146,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""1995864065809496608364252638327554741294907648346834529634525627885754319839""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""113455108075177463443815982831410720977750793658802457092626421126018487326494""}]"
https://static.predict.fun/second-trump-cabinet-member-out-by-march-2026-feb-28-2026,"Feb 28, 2026","Another Trump cabinet member out by Feb 28, 2026?","This market will resolve to ""Yes"" if at least one more cabinet-level Donald Trump appointee from his second term leaves their position between February 4th, 2026, 05:00 AM ET. and February 28, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Voluntary resignations, removals, retirements, or departures for any reason will count.

Announcements alone will not qualify toward this market's resolution. An individual must actually have left their cabinet-level position.

Temporary or acting officials will not count toward this market's resolution.

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.

On February 4th, 2026 Stephen Miran resigned from his position as chair of the White House's Council of Economic Advisers. His resignation does not count toward the resolution of this market. See https://www.reuters.com/world/us/feds-miran-resigns-white-house-job-2026-02-03/

For the purpose of this market, a Cabinet level position is defined as the heads of the 15 executive departments, Administrator of the EPA, President’s Chief of Staff, Director of National Intelligence, Director of OMB, Director of CIA, United States Trade Representative, Ambassador to the UN, Chair of the Council of Economic Advisers, Administrator of the SBA, and Director of OSTP or any position listed on https://www.whitehouse.gov/administration/the-cabinet.",OPEN,REGISTERED,True,False,True,,0x8c5d8f0ec71decd95f3746d1635c2ee4eca89a9b0dc3878a3242585d85fe879f,0x769a52d25855350d2530b6c373560002b21d9262679edecd733b284f79edf33b,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,another-trump-cabinet-member-out-by-march-2026,2026-02-04T10:21:23.937Z,3,DEFAULT,,,6718,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""70982649873755876842694795780779391601471668803915732542095858716349614521314""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""103509192810828930711359855646467937817913859327602719892098055592477234670197""}]"
https://static.predict.fun/will-btc-hit-60k-or-80k-first-will-bitcoin-hit-60-k-or-80-k-first,Will BTC hit $60k or $80k first?,Will BTC hit $60k or $80k first?,"This market will resolve to the lower price in the title if BTC’s price dips to that level or below before it hits the higher title price between February 9th, 2026 at 12:00 PM ET and July 31, 2026 at 11:59 PM ET. It will resolve to the higher price in the title if BTC’s price first reaches that level or above before it dips to the lower title price during the same period.

If neither price level is reached within the market timeframe, the market will resolve 50–50.

The resolution source for this market is Binance, specifically the BTC/USDT ""High"" and ""Low"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with “1m” and “Candles” selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",OPEN,REGISTERED,True,False,True,,0x4577eb596cfb1b0d439ca0dfb559be62685b27b1f98752701d9792122eb603f3,0x4f248be33cb2e51583d12a5fe11001b51c0624c9d2a548dac872b7acdd857878,0x947cc06D38d3cB0a2BB5AdFB668b99B4FF53d7B4,,0.06,100,False,,,[],,will-btc-hit-60k-or-80k-first,2026-02-09T17:15:21.212Z,3,DEFAULT,,,7731,200,"[{""name"": ""$60k"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""106755888127400228713259694657456827982491645411863164096238414398967416300045""}, {""name"": ""$80k"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""85414573547066925033197086265085952171303396282491007197935236000792513341983""}]"
https://static.predict.fun/2026-mens-ncaa-basketball-champion-arizona,Arizona,Will Arizona win the 2026 NCAA Tournament?,"This market will resolve according to the team that wins the 2026 NCAA Men’s Basketball Tournament.

If it is impossible for a team to win the 2026 NCAA Men’s Basketball Tournament according to the rules of the competition (i.e. they are eliminated) , the corresponding market will immediately resolve to “No”.

If any other team than the teams specifically mentioned in this market wins the 2026 NCAA Mens's Basketball Tournament, then this market will resolve to ""Other"".

If for any reason no winner is declared by December 31, 2026, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the NCAA.",OPEN,REGISTERED,True,True,True,,0xda0d6568548ca889f4b4160be6abfd5ba41effedc24d557d7cb909b896023101,0x8d92a73ce3e95223d26d4b839f403706db87319b02928dd7886753176f60a6af,0x26B366Ab634C43BdA6D784fDCe34F24A37DF8172,0,0.06,100,False,,,"[""0x98aa2f28e0610fa97d787c6e9875e37160cec1f4219dbdf86a3111616e8b700d""]",,2026-mens-ncaa-basketball-champion,2026-02-09T23:45:11.589Z,2,DEFAULT,,,7778,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""45990840259634556149067252322813646822447845773235881886724122824445184430910""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""54574482740268495513739778633914752220500035898857036296219374991754801523820""}]"
https://static.predict.fun/2026-mens-ncaa-basketball-champion-michigan,Michigan,Will Michigan win the 2026 NCAA Tournament?,"This market will resolve according to the team that wins the 2026 NCAA Men’s Basketball Tournament.

If it is impossible for a team to win the 2026 NCAA Men’s Basketball Tournament according to the rules of the competition (i.e. they are eliminated) , the corresponding market will immediately resolve to “No”.

If any other team than the teams specifically mentioned in this market wins the 2026 NCAA Mens's Basketball Tournament, then this market will resolve to ""Other"".

If for any reason no winner is declared by December 31, 2026, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the NCAA.",OPEN,REGISTERED,True,True,True,,0xc4a5253d9cd6c295a8e69d8b78522db6dcd55990032b7e6ba964ea85963048c6,0x7f5d24276cdcfd8275245a5ec4c4c035f7f19c54bb3080039d89ee7383169484,0x26B366Ab634C43BdA6D784fDCe34F24A37DF8172,1,0.06,100,False,,,"[""0xfee704075f30f0b6b19c701bd5135d68ac844e2e82be9a49af22558a56caade1""]",,2026-mens-ncaa-basketball-champion,2026-02-09T23:45:18.379Z,2,DEFAULT,,,7779,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""70197099000325918392196834601807065905880455017117827100587856852219307947721""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""24933882440101495622036501316263745504618048048592233939825893058695667057780""}]"
https://static.predict.fun/2026-mens-ncaa-basketball-champion-duke,Duke,Will Duke win the 2026 NCAA Tournament?,"This market will resolve according to the team that wins the 2026 NCAA Men’s Basketball Tournament.

If it is impossible for a team to win the 2026 NCAA Men’s Basketball Tournament according to the rules of the competition (i.e. they are eliminated) , the corresponding market will immediately resolve to “No”.

If any other team than the teams specifically mentioned in this market wins the 2026 NCAA Mens's Basketball Tournament, then this market will resolve to ""Other"".

If for any reason no winner is declared by December 31, 2026, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the NCAA.",OPEN,REGISTERED,True,True,True,,0x430d2b4e06f90405c3a34d6c1a61ad8e772666acfdd3f6096ef73dd1e3629da2,0xf5fd51311688ad5e8907b167d57e1e6dcdb6882e1ae32ca1ea9ea43c190076b1,0x26B366Ab634C43BdA6D784fDCe34F24A37DF8172,2,0.06,100,False,,,"[""0xe285bf8454fc9cbe7e8cdedefb00009b475c2729a60811d76a5a9d716b5b8bd7""]",,2026-mens-ncaa-basketball-champion,2026-02-09T23:45:24.310Z,2,DEFAULT,,,7780,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""73639767403221704069861761490102541443488579665738154550068838204050443465824""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""3673889792610028635105072675399089426564535021313872707068532834665639467520""}]"
https://static.predict.fun/2026-mens-ncaa-basketball-champion-florida,Florida,Will Florida win the 2026 NCAA Tournament?,"This market will resolve according to the team that wins the 2026 NCAA Men’s Basketball Tournament.

If it is impossible for a team to win the 2026 NCAA Men’s Basketball Tournament according to the rules of the competition (i.e. they are eliminated) , the corresponding market will immediately resolve to “No”.

If any other team than the teams specifically mentioned in this market wins the 2026 NCAA Mens's Basketball Tournament, then this market will resolve to ""Other"".

If for any reason no winner is declared by December 31, 2026, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the NCAA.",OPEN,REGISTERED,True,True,True,,0x6c1602c91386498751daecec1ee76b478d1fca2ffdea47e09550abac59be7091,0x064b84f6fc2e42c0fcb18250259dfa73b2b3d41d68a3b4ba5de1fb54dc88c4f3,0x26B366Ab634C43BdA6D784fDCe34F24A37DF8172,3,0.06,100,False,,,"[""0x31b5352009064b57797bc107293dde6772386152e719d9d616870962364af790""]",,2026-mens-ncaa-basketball-champion,2026-02-09T23:45:30.267Z,2,DEFAULT,,,7781,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""40608863262262792618928738621840041248480790456647319615690272138064231988570""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""79678975086972421069432978496886003653253305555929149562038234463336693263520""}]"
https://static.predict.fun/2026-mens-ncaa-basketball-champion-houston,Houston,Will Houston win the 2026 NCAA Tournament?,"This market will resolve according to the team that wins the 2026 NCAA Men’s Basketball Tournament.

If it is impossible for a team to win the 2026 NCAA Men’s Basketball Tournament according to the rules of the competition (i.e. they are eliminated) , the corresponding market will immediately resolve to “No”.

If any other team than the teams specifically mentioned in this market wins the 2026 NCAA Mens's Basketball Tournament, then this market will resolve to ""Other"".

If for any reason no winner is declared by December 31, 2026, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the NCAA.",OPEN,REGISTERED,True,True,True,,0xa98ebaf2bedeb4e32637174de12bde8af52509a73436c858cd75c1e1c7995f5d,0xe6a2befcdaf1f0c34576aa4ba5be14fecaa4b726b331a398784e835369ac53ae,0x26B366Ab634C43BdA6D784fDCe34F24A37DF8172,4,0.06,100,False,,,"[""0x6bc0b198708d1e060e642257cc5ae8c561d87c433e216f8cc7471c74579b2d5d""]",,2026-mens-ncaa-basketball-champion,2026-02-09T23:45:40.160Z,2,DEFAULT,,,7782,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""105947782763767093185719517396839602800542515881842719700666931297595519219724""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""12757385726998186147870181976935390048563396971573739644701658869205193198394""}]"
https://static.predict.fun/2026-mens-ncaa-basketball-champion-connecticut,Connecticut,Will Connecticut win the 2026 NCAA Tournament?,"This market will resolve according to the team that wins the 2026 NCAA Men’s Basketball Tournament.

If it is impossible for a team to win the 2026 NCAA Men’s Basketball Tournament according to the rules of the competition (i.e. they are eliminated) , the corresponding market will immediately resolve to “No”.

If any other team than the teams specifically mentioned in this market wins the 2026 NCAA Mens's Basketball Tournament, then this market will resolve to ""Other"".

If for any reason no winner is declared by December 31, 2026, 11:59 PM ET, this market will resolve to ""Other"".

The resolution source for this market will be information from the NCAA.",OPEN,REGISTERED,True,True,True,,0x53d404cda25d9651302b9de170e1d14e6ede476b939867c3938999eda94c2af1,0x56980f6090412bd293a971eb251203a2e69824042dd5e7df7a073b72ec94a102,0x26B366Ab634C43BdA6D784fDCe34F24A37DF8172,5,0.06,100,False,,,"[""0x51c5e5e7fb2afce5f9fb3239bbd002542ab7ff567ec7656b052173bdffb3051a""]",,2026-mens-ncaa-basketball-champion,2026-02-09T23:45:48.363Z,2,DEFAULT,,,7783,200,"[{""name"": ""Yes"", ""indexSet"": 1, ""status"": null, ""onChainId"": ""6166124756965075777683401456072712653684946077627131279141931005938419529864""}, {""name"": ""No"", ""indexSet"": 2, ""status"": null, ""onChainId"": ""95211873572111418498246539653630134977314445486182637041733408401684811204638""}]"
